ID,Тип,Артикул,Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс",Наличие,Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Дней срока загрузки",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Мета: _input_qty","Мета: _step_qty","Мета: rs_page_bg_color","Мета: _yoast_wpseo_primary_product_cat","Мета: _yoast_wpseo_metadesc","Мета: _yoast_wpseo_content_score","Мета: _yoast_wpseo_estimated-reading-time-minutes","Мета: _yoast_wpseo_wordproof_timestamp"
13902,simple,,"Арматура А-III (рифленая) Ф 18 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-III (рифленая) Ф 18 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-III (рифленая) Ф 18 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-III (рифленая) Ф 18 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-III (рифленая) Ф 18 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-III (рифленая) Ф 18 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-iii (рифленая) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2,,,,0,,,146,"Металлопрокат > Арматура А-III (рифленая)","Арматура А-III (рифленая)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_3.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-III (рифленая) Ф 18 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13903,simple,,"Арматура А-I (круг) Ф 8 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 8 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 8 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 8 дл. 6 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 8 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 8 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.405,,,,0,,,32,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 8 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13904,simple,,"Арматура А-I (круг) Ф 10 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 10 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 10 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 10 дл. 6 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 10 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 10 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.65,,,,0,,,51,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 10 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13905,simple,,"Арматура А-I (круг) Ф 12 дл. 5,85 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 12 дл. 5,85 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 12 дл. 5,85 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 12 дл. 5,85 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 12 дл. 5,85 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 12 дл. 5,85 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.9,,,,0,,,70,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 12 дл. 5,85 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13906,simple,,"Арматура А-I (круг) Ф 14 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 14 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 14 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 14 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 14 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 14 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.21,,,,0,,,93,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 14 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13907,simple,,"Арматура А-I (круг) Ф 16 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 16 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 16 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 16 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 16 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 16 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.59,,,,0,,,122,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 16 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13908,simple,,"Арматура А-I (круг) Ф 18 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 18 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 18 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 18 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 18 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 18 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2,,,,0,,,154,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 18 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13909,simple,,"Арматура А-I (круг) Ф 20 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 20 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 20 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 20 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 20 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 20 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2.47,,,,0,,,190,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 20 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13910,simple,,"Арматура А-I (круг) Ф 22 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 22 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 22 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 22 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 22 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 22 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2.98,,,,0,,,229,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 22 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13911,simple,,"Арматура А-I (круг) Ф 25 дл. 11,7 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Ф 25 дл. 11,7 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Ф 25 дл. 11,7 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Ф 25 дл. 11,7 м.: идеальный выбор для различных применений \n\n Арматура А-I (круг) Ф 25 дл. 11,7 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Ф 25 дл. 11,7 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,3.85,,,,0,,,296,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Ф 25 дл. 11,7 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13912,simple,,"Арматура А-I (круг) Круг ф 30 ст20",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Круг ф 30 ст20 в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Круг ф 30 ст20, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Круг ф 30 ст20: идеальный выбор для различных применений \n\n Арматура А-I (круг) Круг ф 30 ст20 благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Круг ф 30 ст20 в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,5.55,,,,0,,,427,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Круг ф 30 ст20 в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13913,simple,,"Арматура А-I (круг) Круг ф 40 ст3",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Круг ф 40 ст3 в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Круг ф 40 ст3, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Круг ф 40 ст3: идеальный выбор для различных применений \n\n Арматура А-I (круг) Круг ф 40 ст3 благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Круг ф 40 ст3 в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,9.96,,,,0,,,802,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Круг ф 40 ст3 в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13914,simple,,"Арматура А-I (круг) Круг ф 50 ст3-20",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Круг ф 50 ст3-20 в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Круг ф 50 ст3-20, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Круг ф 50 ст3-20: идеальный выбор для различных применений \n\n Арматура А-I (круг) Круг ф 50 ст3-20 благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Круг ф 50 ст3-20 в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,15.4,,,,0,,,1240,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Круг ф 50 ст3-20 в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13915,simple,,"Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м: идеальный выбор для различных применений \n\n Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты арматура а-i (круг) для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,22.2,,,,0,,,1787,"Металлопрокат > Арматура А-I (круг)","Арматура А-I (круг)",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_armatura_a_1.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Арматура А-I (круг) Круг ф 60 ст3 дл. 4,8-5,6 м в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
